InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,SalePrice
61943,6/11/2016,United States,2179,US14,Female,11.5,42,9.5, $129.00 ,30%, $90.30 
61944,6/11/2016,United Kingdom,2190,UK2,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
61945,6/11/2016,Germany,2194,GER1,Male,9,42,8.5, $159.00 ,50%, $79.50 
61946,6/11/2016,Germany,2174,GER1,Male,10.5,43-44,10, $169.00 ,50%, $84.50 
61947,6/11/2016,United States,2205,US15,Female,8,38-39,6, $129.00 ,0%, $129.00 
61948,6/12/2016,United States,2218,US12,Female,8.5,39,6.5, $179.00 ,50%, $89.50 
61949,6/12/2016,United Kingdom,2231,UK5,Male,9,42,8.5, $159.00 ,20%, $127.20 
61950,6/12/2016,Germany,2184,GER1,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61951,6/12/2016,United States,2163,US3,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
61952,6/12/2016,United States,2148,US14,Male,9,42,8.5, $189.00 ,0%, $189.00 
61953,6/12/2016,United States,2192,US12,Male,9,42,8.5, $199.00 ,30%, $139.30 
61954,6/12/2016,Canada,2179,CAN7,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61955,6/12/2016,Germany,2185,GER2,Male,6.5,39,6, $199.00 ,20%, $159.20 
61955,6/12/2016,Germany,2161,GER1,Male,9.5,42-43,9, $159.00 ,50%, $79.50 
61956,6/12/2016,United States,2233,US14,Male,10,43,9.5, $199.00 ,10%, $179.10 
61957,6/12/2016,Germany,2221,GER2,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
61958,6/12/2016,Germany,2208,GER2,Male,10,43,9.5, $179.00 ,0%, $179.00 
61959,6/12/2016,Canada,2220,CAN6,Female,6.5,37,4.5, $139.00 ,30%, $97.30 
61960,6/12/2016,Canada,2187,CAN6,Male,10,43,9.5, $129.00 ,30%, $90.30 
61961,6/12/2016,Germany,2168,GER1,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
61962,6/12/2016,Canada,2157,CAN3,Male,9.5,42-43,9, $199.00 ,20%, $159.20 
61963,6/12/2016,Germany,2164,GER1,Female,8.5,39,6.5, $199.00 ,0%, $199.00 
61964,6/12/2016,United States,2227,US13,Male,10,43,9.5, $149.00 ,0%, $149.00 
61965,6/12/2016,United States,2209,US13,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
61965,6/12/2016,United States,2239,US13,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
61966,6/12/2016,United Kingdom,2235,UK3,Male,12,45,11.5, $159.00 ,0%, $159.00 
61967,6/12/2016,Germany,2195,GER3,Male,10,43,9.5, $129.00 ,0%, $129.00 
61968,6/12/2016,United States,2148,US12,Female,11.5,42,9.5, $149.00 ,50%, $74.50 
61969,6/12/2016,Canada,2147,CAN6,Male,12,45,11.5, $199.00 ,30%, $139.30 
61970,6/12/2016,United Kingdom,2224,UK1,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
61971,6/12/2016,Germany,2205,GER2,Male,9,42,8.5, $199.00 ,10%, $179.10 
61972,6/13/2016,United States,2186,US13,Female,7,37-38,5, $179.00 ,10%, $161.10 
61973,6/13/2016,Germany,2232,GER1,Female,8,38-39,6, $159.00 ,0%, $159.00 
61974,6/13/2016,Germany,2159,GER1,Male,12,45,11.5, $129.00 ,50%, $64.50 
61975,6/13/2016,Canada,2198,CAN3,Male,11.5,44-45,11, $199.00 ,30%, $139.30 
61976,6/13/2016,United States,2217,US14,Male,10,43,9.5, $129.00 ,0%, $129.00 
61977,6/13/2016,United States,2154,US8,Female,8.5,39,6.5, $139.00 ,0%, $139.00 
61978,6/13/2016,Germany,2228,GER2,Male,10.5,43-44,10, $189.00 ,50%, $94.50 
61979,6/13/2016,Germany,2212,GER1,Male,9.5,42-43,9, $139.00 ,30%, $97.30 
61980,6/13/2016,United States,2219,US13,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
61981,6/13/2016,Germany,2160,GER1,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
61982,6/13/2016,Germany,2168,GER1,Female,7.5,38,5.5, $159.00 ,0%, $159.00 
61983,6/13/2016,Canada,2169,CAN3,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
61983,6/13/2016,Canada,2157,CAN3,Male,9.5,42-43,9, $199.00 ,20%, $159.20 
61984,6/13/2016,United States,2212,US7,Female,6.5,37,4.5, $159.00 ,0%, $159.00 
61985,6/13/2016,Germany,2150,GER1,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
61986,6/13/2016,Germany,2178,GER2,Male,10,43,9.5, $179.00 ,0%, $179.00 
61987,6/13/2016,Germany,2179,GER1,Male,9,42,8.5, $149.00 ,0%, $149.00 
61988,6/13/2016,United States,2164,US13,Male,7,40,6.5, $129.00 ,0%, $129.00 
61989,6/13/2016,United Kingdom,2191,UK5,Male,9,42,8.5, $129.00 ,10%, $116.10 
61990,6/13/2016,United States,2224,US13,Male,10,43,9.5, $179.00 ,0%, $179.00 
61991,6/13/2016,Germany,2196,GER1,Male,11.5,44-45,11, $139.00 ,0%, $139.00 
61992,6/13/2016,Canada,2193,CAN6,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
61993,6/13/2016,United States,2179,US6,Male,9,42,8.5, $169.00 ,0%, $169.00 
61994,6/13/2016,United Kingdom,2217,UK5,Male,9,42,8.5, $199.00 ,0%, $199.00 
61995,6/13/2016,Germany,2231,GER1,Male,10,43,9.5, $169.00 ,0%, $169.00 
61996,6/14/2016,Germany,2176,GER1,Male,11.5,44-45,11, $199.00 ,30%, $139.30 
61997,6/14/2016,Canada,2223,CAN2,Male,9,42,8.5, $169.00 ,30%, $118.30 
61998,6/14/2016,United States,2224,US3,Male,9.5,42-43,9, $129.00 ,10%, $116.10 
61999,6/14/2016,United States,2214,US4,Female,8.5,39,6.5, $149.00 ,0%, $149.00 
62000,6/14/2016,United States,2169,US13,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
62001,6/14/2016,United States,2150,US14,Male,10,43,9.5, $159.00 ,0%, $159.00 
62002,6/14/2016,Germany,2208,GER2,Male,10,43,9.5, $179.00 ,0%, $179.00 
62003,6/14/2016,Germany,2239,GER2,Female,7,37-38,5, $179.00 ,0%, $179.00 
62004,6/14/2016,Germany,2197,GER1,Female,8.5,39,6.5, $179.00 ,20%, $143.20 
62005,6/14/2016,Germany,2192,GER2,Male,15,48,14.5, $199.00 ,30%, $139.30 
62006,6/14/2016,Canada,2181,CAN5,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
62006,6/14/2016,Canada,2169,CAN3,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
62006,6/14/2016,Canada,2157,CAN3,Male,9.5,42-43,9, $199.00 ,20%, $159.20 
62007,6/14/2016,Canada,2147,CAN6,Male,12,45,11.5, $199.00 ,30%, $139.30 
62008,6/14/2016,United States,2186,US13,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
62009,6/14/2016,United States,2242,US8,Female,8,38-39,6, $139.00 ,20%, $111.20 
62010,6/14/2016,Germany,2217,GER1,Male,15,48,14.5, $159.00 ,0%, $159.00 
62011,6/14/2016,United States,2209,US13,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
62012,6/14/2016,Germany,2221,GER2,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
62013,6/14/2016,Canada,2234,CAN6,Female,4.5,35,2.5, $129.00 ,0%, $129.00 
62014,6/15/2016,United States,2212,US15,Female,4.5,35,2.5, $169.00 ,30%, $118.30 
62015,6/15/2016,United States,2217,US8,Female,8.5,39,6.5, $129.00 ,0%, $129.00 
62016,6/15/2016,Germany,2182,GER3,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
62017,6/15/2016,United States,2232,US12,Male,8,41,7.5, $149.00 ,0%, $149.00 
62018,6/15/2016,United States,2184,US14,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
62019,6/15/2016,United Kingdom,2198,UK5,Female,8,38-39,6, $129.00 ,0%, $129.00 
62020,6/15/2016,Germany,2179,GER1,Male,9,42,8.5, $149.00 ,0%, $149.00 
62021,6/15/2016,Canada,2176,CAN6,Female,8,38-39,6, $149.00 ,0%, $149.00 
62022,6/15/2016,Canada,2176,CAN1,Male,9,42,8.5, $169.00 ,0%, $169.00 
62023,6/15/2016,Canada,2194,CAN6,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
62023,6/15/2016,Canada,2186,CAN6,Male,11.5,44-45,11, $129.00 ,30%, $90.30 
62024,6/15/2016,Canada,2152,CAN3,Female,9,39-40,7, $189.00 ,0%, $189.00 
62025,6/15/2016,Canada,2177,CAN5,Female,8,38-39,6, $149.00 ,0%, $149.00 
62026,6/15/2016,United States,2227,US13,Male,10,43,9.5, $149.00 ,0%, $149.00 
62027,6/15/2016,United Kingdom,2190,UK2,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
62028,6/15/2016,United States,2189,US1,Female,8,38-39,6, $189.00 ,30%, $132.30 
62028,6/15/2016,United States,2206,US8,Male,14,47,13.5, $149.00 ,0%, $149.00 
62029,6/15/2016,Germany,2203,GER2,Female,7,37-38,5, $169.00 ,0%, $169.00 
62030,6/15/2016,Germany,2196,GER1,Male,11.5,44-45,11, $139.00 ,0%, $139.00 
62031,6/15/2016,Germany,2180,GER2,Male,8,41,7.5, $159.00 ,30%, $111.30 
62032,6/15/2016,Canada,2239,CAN5,Female,4.5,35,2.5, $169.00 ,0%, $169.00 
62032,6/15/2016,Canada,2167,CAN2,Female,8.5,39,6.5, $179.00 ,0%, $179.00 
62032,6/15/2016,Canada,2239,CAN5,Female,4.5,35,2.5, $169.00 ,0%, $169.00 
62033,6/15/2016,Germany,2157,GER3,Female,7.5,38,5.5, $159.00 ,50%, $79.50 
62034,6/16/2016,United States,2235,US13,Female,9,39-40,7, $139.00 ,10%, $125.10 
62035,6/16/2016,Germany,2205,GER2,Male,9,42,8.5, $199.00 ,10%, $179.10 
62036,6/16/2016,United States,2220,US12,Female,8.5,39,6.5, $179.00 ,0%, $179.00 
62037,6/16/2016,United States,2221,US9,Female,8.5,39,6.5, $129.00 ,30%, $90.30 
62038,6/16/2016,Germany,2206,GER3,Male,9,42,8.5, $199.00 ,0%, $199.00 
62039,6/16/2016,United States,2213,US14,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
62040,6/16/2016,Germany,2179,GER1,Male,9,42,8.5, $149.00 ,0%, $149.00 
62041,6/16/2016,United States,2172,US12,Male,10,43,9.5, $159.00 ,50%, $79.50 
62042,6/16/2016,Germany,2168,GER1,Male,9,42,8.5, $159.00 ,0%, $159.00 
62043,6/16/2016,United States,2188,US2,Female,7,37-38,5, $139.00 ,30%, $97.30 
62044,6/16/2016,Canada,2164,CAN7,Male,10.5,43-44,10, $169.00 ,20%, $135.20 
62044,6/16/2016,Canada,2194,CAN6,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
62045,6/16/2016,United States,2164,US13,Male,7,40,6.5, $129.00 ,0%, $129.00 
62046,6/16/2016,United States,2168,US13,Female,8,38-39,6, $169.00 ,20%, $135.20 
62047,6/16/2016,Germany,2237,GER2,Male,13,46,12.5, $179.00 ,20%, $143.20 
62048,6/16/2016,Germany,2168,GER3,Male,10.5,43-44,10, $139.00 ,50%, $69.50 
62049,6/16/2016,Canada,2200,CAN1,Female,9.5,40,7.5, $169.00 ,0%, $169.00 
62050,6/16/2016,Germany,2203,GER2,Female,7.5,38,5.5, $129.00 ,0%, $129.00 
62051,6/17/2016,United States,2159,US12,Female,7.5,38,5.5, $179.00 ,0%, $179.00 
62052,6/17/2016,United States,2211,US13,Male,10,43,9.5, $179.00 ,0%, $179.00 
62053,6/17/2016,United States,2178,US4,Female,8.5,39,6.5, $189.00 ,10%, $170.10 
62054,6/17/2016,United States,2150,US14,Male,10,43,9.5, $159.00 ,0%, $159.00 
62054,6/17/2016,United States,2239,US12,Female,9,39-40,7, $129.00 ,50%, $64.50 
62054,6/17/2016,United States,2187,US7,Male,13,46,12.5, $179.00 ,10%, $161.10 
62055,6/17/2016,United States,2227,US12,Male,10.5,43-44,10, $189.00 ,30%, $132.30 
62056,6/17/2016,United States,2194,US12,Male,9.5,42-43,9, $179.00 ,30%, $125.30 
62057,6/17/2016,United Kingdom,2214,UK4,Female,8,38-39,6, $149.00 ,10%, $134.10 
62058,6/17/2016,Canada,2236,CAN7,Female,8,38-39,6, $199.00 ,20%, $159.20 
62059,6/17/2016,Canada,2187,CAN6,Male,10,43,9.5, $129.00 ,30%, $90.30 
62059,6/17/2016,Canada,2164,CAN7,Male,10.5,43-44,10, $169.00 ,20%, $135.20 
62060,6/17/2016,Germany,2223,GER1,Male,11.5,44-45,11, $149.00 ,0%, $149.00 
62061,6/17/2016,Germany,2239,GER2,Male,6,39,5.5, $159.00 ,0%, $159.00 
62062,6/17/2016,Germany,2227,GER2,Female,8,38-39,6, $189.00 ,0%, $189.00 
62062,6/17/2016,Germany,2201,GER3,Male,15,48,14.5, $129.00 ,0%, $129.00 
62063,6/17/2016,United States,2237,US10,Female,8,38-39,6, $129.00 ,10%, $116.10 
62063,6/17/2016,United States,2235,US13,Female,9,39-40,7, $139.00 ,10%, $125.10 
62064,6/17/2016,Germany,2228,GER2,Male,7.5,40-41,7, $159.00 ,0%, $159.00 
62065,6/17/2016,Germany,2167,GER1,Male,11.5,44-45,11, $179.00 ,0%, $179.00 
62066,6/17/2016,United Kingdom,2219,UK1,Male,10,43,9.5, $159.00 ,20%, $127.20 
62067,6/17/2016,Germany,2196,GER1,Male,11.5,44-45,11, $139.00 ,0%, $139.00 
62068,6/18/2016,United States,2219,US13,Male,9,42,8.5, $149.00 ,30%, $104.30 
62069,6/18/2016,United States,2182,US15,Female,8,38-39,6, $199.00 ,0%, $199.00 
62070,6/18/2016,United States,2150,US15,Male,8.5,41-42,8, $169.00 ,30%, $118.30 
62071,6/18/2016,Canada,2187,CAN1,Female,6.5,37,4.5, $159.00 ,0%, $159.00 
62071,6/18/2016,Canada,2160,CAN7,Female,6.5,37,4.5, $139.00 ,10%, $125.10 
62072,6/18/2016,Germany,2180,GER2,Male,11,44,10.5, $159.00 ,50%, $79.50 
62073,6/18/2016,United States,2202,US12,Female,8.5,39,6.5, $129.00 ,0%, $129.00 
62074,6/18/2016,Germany,2217,GER2,Female,8.5,39,6.5, $139.00 ,30%, $97.30 
62075,6/18/2016,United States,2151,US10,Female,9,39-40,7, $159.00 ,0%, $159.00 
62076,6/18/2016,Canada,2239,CAN5,Female,4.5,35,2.5, $169.00 ,0%, $169.00 
62077,6/18/2016,United Kingdom,2214,UK1,Female,8,38-39,6, $179.00 ,0%, $179.00 
62077,6/18/2016,United Kingdom,2178,UK4,Female,8.5,39,6.5, $199.00 ,0%, $199.00 
62078,6/18/2016,United States,2238,US13,Female,7.5,38,5.5, $169.00 ,0%, $169.00 
62079,6/18/2016,United States,2216,US15,Female,7,37-38,5, $169.00 ,0%, $169.00 
62080,6/18/2016,United States,2219,US13,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
62081,6/18/2016,United Kingdom,2195,UK2,Male,7,40,6.5, $199.00 ,20%, $159.20 
62081,6/18/2016,United Kingdom,2237,UK4,Male,10,43,9.5, $199.00 ,30%, $139.30 
62082,6/18/2016,Germany,2182,GER2,Male,10.5,43-44,10, $149.00 ,10%, $134.10 
62083,6/18/2016,Germany,2218,GER1,Female,7.5,38,5.5, $129.00 ,0%, $129.00 
62084,6/18/2016,Germany,2167,GER1,Male,11.5,44-45,11, $179.00 ,0%, $179.00 
62085,6/18/2016,Canada,2209,CAN2,Female,11,41-42,9, $179.00 ,0%, $179.00 
62086,6/18/2016,United States,2217,US5,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
62087,6/18/2016,United Kingdom,2175,UK1,Female,8,38-39,6, $139.00 ,0%, $139.00 
62088,6/18/2016,United States,2163,US3,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
62089,6/18/2016,Canada,2197,CAN6,Male,9,42,8.5, $159.00 ,30%, $111.30 
62090,6/19/2016,United States,2186,US13,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
62091,6/19/2016,Germany,2231,GER1,Male,10,43,9.5, $169.00 ,0%, $169.00 
62092,6/19/2016,Canada,2156,CAN7,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
62093,6/19/2016,Canada,2161,CAN5,Female,10,40-41,8, $199.00 ,0%, $199.00 
62094,6/19/2016,United States,2222,US13,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
62095,6/19/2016,United States,2153,US15,Female,10.5,41,8.5, $169.00 ,20%, $135.20 
62096,6/19/2016,Germany,2197,GER3,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
62097,6/19/2016,United States,2205,US12,Female,9,39-40,7, $149.00 ,0%, $149.00 
62098,6/19/2016,United States,2191,US5,Female,12,42-43,10, $179.00 ,0%, $179.00 
62099,6/19/2016,United States,2164,US15,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
62100,6/19/2016,United Kingdom,2147,UK1,Male,8.5,41-42,8, $179.00 ,0%, $179.00 
62101,6/19/2016,Germany,2228,GER2,Male,10.5,43-44,10, $189.00 ,50%, $94.50 
62102,6/19/2016,Canada,2240,CAN3,Male,10,43,9.5, $129.00 ,30%, $90.30 
62103,6/19/2016,United Kingdom,2212,UK1,Male,9,42,8.5, $139.00 ,10%, $125.10 
62103,6/19/2016,United Kingdom,2195,UK2,Male,7,40,6.5, $199.00 ,20%, $159.20 
62104,6/19/2016,Germany,2208,GER1,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
62105,6/19/2016,Germany,2194,GER2,Female,8,38-39,6, $189.00 ,10%, $170.10 
62106,6/19/2016,Germany,2229,GER2,Male,8.5,41-42,8, $179.00 ,10%, $161.10 
62107,6/19/2016,Canada,2154,CAN3,Female,11,41-42,9, $129.00 ,20%, $103.20 
62108,6/19/2016,United States,2200,US11,Female,9,39-40,7, $129.00 ,20%, $103.20 
62109,6/19/2016,Germany,2157,GER1,Male,9.5,42-43,9, $129.00 ,20%, $103.20 
62110,6/19/2016,United States,2237,US8,Female,6.5,37,4.5, $189.00 ,50%, $94.50 
62111,6/20/2016,United States,2227,US13,Male,10,43,9.5, $149.00 ,0%, $149.00 
62112,6/20/2016,United States,2184,US14,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
62112,6/20/2016,United States,2201,US11,Female,6.5,37,4.5, $139.00 ,0%, $139.00 
62113,6/20/2016,Germany,2221,GER2,Male,9.5,42-43,9, $199.00 ,10%, $179.10 
62114,6/20/2016,United States,2207,US15,Female,8,38-39,6, $129.00 ,10%, $116.10 
62115,6/20/2016,Canada,2153,CAN5,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
62116,6/20/2016,United States,2197,US12,Male,9.5,42-43,9, $169.00 ,30%, $118.30 
62117,6/20/2016,United States,2172,US13,Male,10.5,43-44,10, $129.00 ,20%, $103.20 
62118,6/20/2016,Germany,2240,GER2,Male,9,42,8.5, $169.00 ,0%, $169.00 
62119,6/20/2016,United States,2208,US12,Male,11.5,44-45,11, $189.00 ,0%, $189.00 
62119,6/20/2016,United States,2174,US9,Male,10,43,9.5, $159.00 ,30%, $111.30 
62120,6/20/2016,United Kingdom,2211,UK5,Male,12,45,11.5, $159.00 ,0%, $159.00 
62121,6/20/2016,United States,2219,US13,Male,9,42,8.5, $149.00 ,30%, $104.30 
62122,6/20/2016,United States,2185,US8,Male,11,44,10.5, $129.00 ,10%, $116.10 
62123,6/20/2016,United States,2202,US15,Female,4.5,35,2.5, $139.00 ,0%, $139.00 
62124,6/20/2016,Canada,2229,CAN5,Male,10,43,9.5, $199.00 ,0%, $199.00 
62125,6/20/2016,United States,2206,US14,Female,7,37-38,5, $199.00 ,0%, $199.00 
62126,6/20/2016,United Kingdom,2206,UK5,Male,9.5,42-43,9, $179.00 ,20%, $143.20 
62126,6/20/2016,United Kingdom,2212,UK1,Male,9,42,8.5, $139.00 ,10%, $125.10 
62127,6/20/2016,United Kingdom,2232,UK4,Female,9,39-40,7, $179.00 ,0%, $179.00 
62127,6/20/2016,United Kingdom,2221,UK2,Male,10,43,9.5, $129.00 ,0%, $129.00 
62128,6/20/2016,Canada,2195,CAN3,Male,8.5,41-42,8, $159.00 ,20%, $127.20 
62129,6/20/2016,Canada,2182,CAN7,Male,11,44,10.5, $199.00 ,0%, $199.00 
62130,6/20/2016,United Kingdom,2166,UK2,Male,9,42,8.5, $189.00 ,50%, $94.50 
62131,6/20/2016,Germany,2197,GER2,Male,10,43,9.5, $179.00 ,30%, $125.30 
62132,6/20/2016,United States,2222,US10,Male,9,42,8.5, $159.00 ,20%, $127.20 
62133,6/20/2016,Germany,2166,GER3,Female,7.5,38,5.5, $199.00 ,0%, $199.00 
62134,6/21/2016,Germany,2196,GER1,Male,10,43,9.5, $139.00 ,50%, $69.50 
62135,6/21/2016,United States,2213,US14,Male,9.5,42-43,9, $179.00 ,0%, $179.00 
62136,6/21/2016,United States,2182,US15,Female,8,38-39,6, $199.00 ,0%, $199.00 
62137,6/21/2016,United Kingdom,2157,UK1,Male,13,46,12.5, $169.00 ,0%, $169.00 
62138,6/21/2016,United States,2226,US12,Female,8.5,39,6.5, $169.00 ,20%, $135.20 
62139,6/21/2016,United States,2204,US13,Male,10,43,9.5, $189.00 ,10%, $170.10 
62139,6/21/2016,United States,2223,US13,Male,9,42,8.5, $149.00 ,30%, $104.30 
62140,6/21/2016,Germany,2175,GER2,Male,8.5,41-42,8, $139.00 ,50%, $69.50 
62140,6/21/2016,Germany,2240,GER2,Male,9,42,8.5, $169.00 ,0%, $169.00 
62141,6/21/2016,United States,2213,US10,Male,13,46,12.5, $139.00 ,30%, $97.30 
62142,6/21/2016,Canada,2175,CAN1,Male,8,41,7.5, $149.00 ,30%, $104.30 
62143,6/21/2016,United States,2186,US13,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
62144,6/21/2016,Canada,2223,CAN2,Male,9,42,8.5, $169.00 ,30%, $118.30 
62145,6/21/2016,Canada,2195,CAN3,Male,12,45,11.5, $179.00 ,20%, $143.20 
62146,6/21/2016,United States,2164,US12,Female,7,37-38,5, $189.00 ,20%, $151.20 
62147,6/21/2016,United States,2152,US15,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
62148,6/21/2016,Germany,2195,GER3,Male,9,42,8.5, $199.00 ,0%, $199.00 
62149,6/21/2016,United Kingdom,2237,UK4,Male,10,43,9.5, $199.00 ,30%, $139.30 
62149,6/21/2016,United Kingdom,2232,UK4,Female,9,39-40,7, $179.00 ,0%, $179.00 
62150,6/21/2016,Canada,2164,CAN6,Male,10,43,9.5, $199.00 ,0%, $199.00 
62151,6/21/2016,Canada,2186,CAN6,Male,11.5,44-45,11, $129.00 ,30%, $90.30 
62152,6/21/2016,United Kingdom,2159,UK4,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
62153,6/21/2016,Canada,2182,CAN7,Male,11,44,10.5, $199.00 ,0%, $199.00 
62154,6/21/2016,Canada,2188,CAN6,Male,9.5,42-43,9, $149.00 ,30%, $104.30 
62155,6/21/2016,Germany,2222,GER2,Male,11.5,44-45,11, $169.00 ,0%, $169.00 
62156,6/22/2016,United States,2186,US13,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
62157,6/22/2016,Canada,2197,CAN6,Male,9,42,8.5, $159.00 ,30%, $111.30 
62158,6/22/2016,Germany,2231,GER1,Male,10,43,9.5, $169.00 ,0%, $169.00 
62159,6/22/2016,United States,2208,US10,Female,7,37-38,5, $179.00 ,0%, $179.00 
62160,6/22/2016,United Kingdom,2166,UK2,Male,9,42,8.5, $189.00 ,50%, $94.50 
62161,6/22/2016,United States,2211,US12,Male,9.5,42-43,9, $139.00 ,10%, $125.10 
62162,6/22/2016,United States,2148,US15,Female,9,39-40,7, $149.00 ,0%, $149.00 
62163,6/22/2016,Germany,2217,GER1,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
62164,6/22/2016,Germany,2213,GER3,Female,10,40-41,8, $159.00 ,30%, $111.30 
62165,6/22/2016,Germany,2166,GER2,Male,11.5,44-45,11, $149.00 ,0%, $149.00 
62165,6/22/2016,Germany,2175,GER2,Male,8.5,41-42,8, $139.00 ,50%, $69.50 
62166,6/22/2016,United States,2195,US4,Female,8.5,39,6.5, $189.00 ,20%, $151.20 
62167,6/22/2016,Germany,2201,GER1,Female,10.5,41,8.5, $169.00 ,0%, $169.00 
62168,6/22/2016,Germany,2179,GER2,Female,7.5,38,5.5, $129.00 ,30%, $90.30 
62169,6/22/2016,Canada,2171,CAN7,Female,7,37-38,5, $129.00 ,0%, $129.00 
62170,6/22/2016,Canada,2154,CAN7,Female,8.5,39,6.5, $179.00 ,0%, $179.00 
62171,6/22/2016,United States,2173,US4,Female,7.5,38,5.5, $149.00 ,20%, $119.20 
62172,6/22/2016,Germany,2162,GER1,Male,11,44,10.5, $189.00 ,20%, $151.20 
62173,6/22/2016,United Kingdom,2215,UK5,Female,5,35-36,3, $199.00 ,10%, $179.10 
62173,6/22/2016,United Kingdom,2195,UK2,Male,7,40,6.5, $199.00 ,20%, $159.20 
62173,6/22/2016,United Kingdom,2237,UK4,Male,10,43,9.5, $199.00 ,30%, $139.30 
62174,6/22/2016,Canada,2194,CAN6,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
62175,6/22/2016,Canada,2178,CAN7,Female,9,39-40,7, $139.00 ,0%, $139.00 
62176,6/22/2016,United Kingdom,2221,UK2,Male,10,43,9.5, $129.00 ,0%, $129.00 
62177,6/22/2016,Canada,2190,CAN2,Female,8.5,39,6.5, $159.00 ,10%, $143.10 
62178,6/22/2016,Germany,2186,GER2,Male,10,43,9.5, $189.00 ,50%, $94.50 
62179,6/22/2016,Canada,2186,CAN6,Male,11.5,44-45,11, $129.00 ,30%, $90.30 
62180,6/22/2016,Germany,2153,GER2,Male,11,44,10.5, $179.00 ,10%, $161.10 
62181,6/23/2016,Canada,2214,CAN2,Female,9.5,40,7.5, $179.00 ,10%, $161.10 
62182,6/23/2016,Canada,2164,CAN6,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
62183,6/23/2016,Germany,2216,GER2,Female,9,39-40,7, $199.00 ,30%, $139.30 
62184,6/23/2016,Canada,2183,CAN6,Male,10,43,9.5, $129.00 ,0%, $129.00 
62185,6/23/2016,United Kingdom,2159,UK4,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
62186,6/23/2016,United Kingdom,2180,UK5,Male,9,42,8.5, $189.00 ,0%, $189.00 
62187,6/23/2016,Germany,2195,GER3,Male,9,42,8.5, $199.00 ,0%, $199.00 
62188,6/23/2016,Germany,2208,GER2,Male,9.5,42-43,9, $179.00 ,30%, $125.30 
62189,6/23/2016,Germany,2229,GER1,Male,10,43,9.5, $199.00 ,20%, $159.20 
62189,6/23/2016,Germany,2204,GER2,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
62190,6/23/2016,Germany,2179,GER1,Female,10,40-41,8, $159.00 ,0%, $159.00 
62191,6/23/2016,United States,2174,US9,Male,10,43,9.5, $159.00 ,30%, $111.30 
62192,6/23/2016,United States,2171,US10,Female,7.5,38,5.5, $129.00 ,50%, $64.50 
62192,6/23/2016,United States,2217,US5,Female,10,40-41,8, $179.00 ,0%, $179.00 
62193,6/23/2016,Germany,2149,GER1,Female,7.5,38,5.5, $129.00 ,10%, $116.10 
62194,6/23/2016,Germany,2179,GER1,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
62195,6/23/2016,United States,2217,US14,Male,9,42,8.5, $129.00 ,20%, $103.20 
62196,6/23/2016,United States,2238,US15,Male,10,43,9.5, $199.00 ,20%, $159.20 
